2020-08-25 15:44:16.783|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:09:26.761|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:09:27.559|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:09:27.562|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:09:32.282|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:09:32.283|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:09:33.088|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 18:09:33.091|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:12:58.852|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:12:58.853|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:12:59.674|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:12:59.677|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:13:21.668|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:13:21.669|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:13:22.461|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:13:22.464|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:15:05.671|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:15:05.672|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:15:06.473|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:15:06.477|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:15:46.908|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:15:46.909|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:15:47.780|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:15:47.782|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:15:54.925|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:15:54.928|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:15:55.693|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:15:55.695|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:16:26.397|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:16:26.398|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:16:27.200|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:16:27.203|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:16:50.726|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:16:50.726|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:16:57.650|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:16:57.654|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:17:03.481|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:17:03.482|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:17:04.454|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 18:17:04.457|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:17:42.287|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:17:42.287|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:17:43.255|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:17:43.258|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:22:02.244|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:22:02.245|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:22:03.103|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:22:03.106|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:22:12.713|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:22:12.714|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:22:13.502|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:22:13.504|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:22:21.044|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:22:21.045|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:22:21.846|DEBUG|(0.018) SHOW FULL TABLES; args=None
2020-08-25 18:22:21.851|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:22:25.441|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:22:25.442|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:22:26.278|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:22:26.282|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:23:24.056|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:23:24.057|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:23:24.874|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:23:24.878|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:23:31.167|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:23:31.168|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:23:32.140|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 18:23:32.142|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 18:23:35.867|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 18:23:35.868|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 18:23:36.743|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 18:23:36.748|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:24:26.867|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:24:26.868|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 19:24:27.680|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 19:24:27.683|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:33:07.803|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:33:07.804|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 19:33:08.531|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 19:33:08.534|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:46:56.115|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:46:56.116|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 19:46:56.802|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 19:46:56.806|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:52:52.661|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:52:52.662|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 19:52:53.526|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 19:52:53.529|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:52:58.847|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:52:58.847|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 19:52:59.682|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 19:52:59.686|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:53:22.439|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:53:22.440|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 19:53:23.415|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 19:53:23.418|DEBUG|(0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:56:01.494|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:56:01.495|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 19:56:02.240|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 19:56:02.243|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 19:59:00.032|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 19:59:00.144|DEBUG|(0.001) SELECT VERSION(); args=None
2020-08-25 19:59:01.415|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 19:59:01.420|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:00:58.389|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:00:58.390|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:00:59.245|DEBUG|(0.006) SHOW FULL TABLES; args=None
2020-08-25 20:00:59.248|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:02:03.156|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:02:03.157|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:02:04.079|DEBUG|(0.004) SHOW FULL TABLES; args=None
2020-08-25 20:02:04.082|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:03:03.477|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:03:03.477|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:03:04.196|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:03:04.199|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:03:28.836|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:03:28.836|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:03:42.532|DEBUG|(0.004) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:03:42.533|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:03:43.364|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:03:43.367|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:03:46.773|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:03:46.774|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:03:47.542|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:03:47.544|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:04:27.484|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:04:27.484|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:04:28.388|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:04:28.390|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:04:31.800|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:04:31.801|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:04:32.546|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:04:32.549|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:04:39.049|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:04:39.050|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:04:39.825|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:04:39.828|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:04:41.970|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:04:41.971|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:04:42.881|DEBUG|(0.025) SHOW FULL TABLES; args=None
2020-08-25 20:04:42.885|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:05:32.572|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:05:32.573|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:05:33.524|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:05:33.528|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:06:18.762|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:06:18.763|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:06:19.525|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:06:19.527|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:06:27.283|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:06:27.284|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:06:28.077|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:06:28.080|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:06:34.414|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:06:34.414|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:06:35.223|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:06:35.226|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:06:40.423|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:06:40.424|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:06:41.161|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:06:41.164|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:06:44.373|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:06:44.374|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:06:45.150|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:06:45.153|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:15:33.548|DEBUG|(0.006) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:15:33.560|DEBUG|(0.011) SELECT VERSION(); args=None
2020-08-25 20:15:41.313|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:15:41.314|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:15:42.463|DEBUG|(0.144) SHOW FULL TABLES; args=None
2020-08-25 20:15:42.469|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:15:48.074|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:15:48.075|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:15:49.029|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:15:49.033|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:16:00.648|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:16:00.649|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:16:01.596|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:16:01.601|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:20:50.089|DEBUG|(0.032) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:20:50.104|DEBUG|(0.001) SELECT VERSION(); args=None
2020-08-25 20:20:51.376|DEBUG|(0.148) SHOW FULL TABLES; args=None
2020-08-25 20:20:51.385|DEBUG|(0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:28:22.279|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:28:22.295|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:28:24.116|DEBUG|(0.004) SHOW FULL TABLES; args=None
2020-08-25 20:28:24.119|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:28:27.813|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:28:27.813|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:28:28.650|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:28:28.652|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:29:15.828|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:29:15.829|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:29:16.711|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:29:16.714|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:35:00.141|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:35:00.141|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:35:01.092|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:35:01.095|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:38:27.341|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:38:27.342|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:38:30.272|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:38:30.272|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:38:31.184|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:38:31.188|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:38:43.360|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:38:43.361|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:38:44.038|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:38:44.041|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:39:08.784|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:39:08.785|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:39:09.688|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:39:09.691|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:41:01.020|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:41:01.020|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:41:01.968|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:41:01.971|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:41:23.702|DEBUG|(0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:41:23.703|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:41:24.445|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:41:24.448|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:41:31.209|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:41:31.210|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:41:31.926|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:41:31.929|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:41:38.203|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:41:38.204|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:41:38.907|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:41:38.910|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:41:55.650|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:41:55.651|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:41:56.403|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 20:41:56.405|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:42:26.396|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:42:26.397|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:42:27.288|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:42:27.291|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 20:58:57.864|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 20:58:57.865|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 20:58:58.604|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 20:58:58.607|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:11:58.669|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:11:58.669|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:11:59.424|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:11:59.428|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:12:09.834|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:12:09.835|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:12:10.629|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 21:12:10.632|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:12:18.337|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:12:18.338|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:12:19.339|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 21:12:19.342|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:13:05.259|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:13:05.260|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:13:06.048|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:13:06.052|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:13:13.799|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:13:13.800|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:13:14.676|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:13:14.679|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:13:19.809|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:13:19.810|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:13:20.613|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:13:20.617|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:13:31.196|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:13:31.197|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:13:32.054|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:13:32.057|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:13:34.285|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:13:34.286|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:13:35.073|DEBUG|(0.027) SHOW FULL TABLES; args=None
2020-08-25 21:13:35.076|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:15:40.316|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:15:40.317|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:15:41.385|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:15:41.388|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
